[2026-05-17T11:11:31.938Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T11:11:31.939Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T11:11:31.951Z] Loaded .env.production
[2026-05-17T14:55:13.452Z] REQ: GET /api/auth/session
[2026-05-17T14:55:31.092Z] REQ: GET /
[2026-05-17T14:55:50.633Z] REQ: GET /api/auth/providers
[2026-05-17T14:55:51.144Z] REQ: GET /api/auth/csrf
[2026-05-17T14:55:51.426Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:55:51.967Z] REQ: GET /api/auth/session
[2026-05-17T14:55:52.172Z] REQ: GET /
[2026-05-17T14:55:52.467Z] REQ: GET /
[2026-05-17T14:55:53.169Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:55:53.199Z] REQ: GET /api/categories
[2026-05-17T14:55:53.203Z] REQ: GET /api/auth/session
[2026-05-17T14:55:53.205Z] REQ: GET /api/products
[2026-05-17T14:55:53.209Z] REQ: GET /api/products
[2026-05-17T14:55:53.339Z] REQ: GET /api/products
[2026-05-17T14:55:53.342Z] REQ: GET /api/products
[2026-05-17T14:55:53.344Z] REQ: GET /shop
[2026-05-17T14:55:53.430Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:55:53.433Z] REQ: GET /api/categories
[2026-05-17T14:55:53.436Z] REQ: GET /api/site-config
[2026-05-17T14:55:53.439Z] REQ: GET /api/delivery-zones
[2026-05-17T14:55:54.647Z] REQ: GET /category/cat_fashion
[2026-05-17T14:55:54.651Z] REQ: GET /category/cat_electronics
[2026-05-17T14:55:54.653Z] REQ: GET /category/cat_beauty
[2026-05-17T14:55:54.655Z] REQ: GET /category/cat_sports
[2026-05-17T14:55:54.659Z] REQ: GET /category/cat_books
[2026-05-17T14:55:54.969Z] REQ: GET /category/cat_home
[2026-05-17T14:55:54.972Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T14:55:54.975Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T14:55:56.425Z] REQ: GET /api/auth/session
[2026-05-17T14:55:56.429Z] REQ: GET /api/categories
[2026-05-17T14:55:56.431Z] REQ: GET /api/site-config
[2026-05-17T14:55:56.433Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:55:56.435Z] REQ: GET /api/delivery-zones
[2026-05-17T14:55:56.542Z] REQ: GET /api/admin/orders
[2026-05-17T14:55:56.549Z] REQ: GET /api/admin/inventory
[2026-05-17T14:55:56.555Z] REQ: GET /api/admin/stats
[2026-05-17T14:55:56.559Z] REQ: GET /api/admin/approvals
[2026-05-17T14:55:56.563Z] REQ: GET /api/admin/users
[2026-05-17T14:55:56.613Z] REQ: GET /api/admin/vendors
[2026-05-17T14:56:00.936Z] REQ: GET /
[2026-05-17T14:56:01.321Z] REQ: GET /api/auth/session
[2026-05-17T14:56:01.348Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:56:01.357Z] REQ: GET /api/categories
[2026-05-17T14:56:01.359Z] REQ: GET /api/products
[2026-05-17T14:56:01.361Z] REQ: GET /api/products
[2026-05-17T14:56:01.470Z] REQ: GET /api/products
[2026-05-17T14:56:01.473Z] REQ: GET /api/products
[2026-05-17T14:56:01.476Z] REQ: GET /shop
[2026-05-17T14:56:01.482Z] REQ: GET /api/categories
[2026-05-17T14:56:01.484Z] REQ: GET /api/site-config
[2026-05-17T14:56:01.514Z] REQ: GET /api/delivery-zones
[2026-05-17T14:56:01.523Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:56:01.684Z] REQ: GET /category/cat_fashion
[2026-05-17T14:56:01.686Z] REQ: GET /category/cat_electronics
[2026-05-17T14:56:01.736Z] REQ: GET /category/cat_beauty
[2026-05-17T14:56:01.739Z] REQ: GET /category/cat_sports
[2026-05-17T14:56:01.741Z] REQ: GET /category/cat_books
[2026-05-17T14:56:01.816Z] REQ: GET /category/cat_home
[2026-05-17T14:56:01.819Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T14:56:01.886Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T14:56:05.009Z] REQ: GET /api/delivery-zones
[2026-05-17T14:56:05.015Z] REQ: GET /api/vendor/stats
[2026-05-17T14:56:05.019Z] REQ: GET /api/site-config
[2026-05-17T14:56:05.022Z] REQ: GET /api/vendor/products
[2026-05-17T14:56:05.031Z] REQ: GET /api/categories
[2026-05-17T14:56:05.034Z] REQ: GET /api/vendor/orders
[2026-05-17T14:56:05.040Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:56:05.044Z] REQ: GET /api/auth/session
[2026-05-17T14:56:05.047Z] REQ: GET /api/vendor/withdrawals
[2026-05-17T14:56:08.080Z] REQ: GET /
[2026-05-17T14:56:08.404Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:56:08.432Z] REQ: GET /api/categories
[2026-05-17T14:56:08.437Z] REQ: GET /api/products
[2026-05-17T14:56:08.440Z] REQ: GET /api/auth/session
[2026-05-17T14:56:08.445Z] REQ: GET /api/products
[2026-05-17T14:56:08.454Z] REQ: GET /api/delivery-zones
[2026-05-17T14:56:08.457Z] REQ: GET /api/site-config
[2026-05-17T14:56:08.548Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:56:08.550Z] REQ: GET /api/categories
[2026-05-17T14:56:08.555Z] REQ: GET /api/products
[2026-05-17T14:56:08.557Z] REQ: GET /api/products
[2026-05-17T14:56:08.693Z] REQ: GET /shop
[2026-05-17T14:56:08.797Z] REQ: GET /category/cat_fashion
[2026-05-17T14:56:08.942Z] REQ: GET /category/cat_electronics
[2026-05-17T14:56:08.944Z] REQ: GET /category/cat_beauty
[2026-05-17T14:56:08.986Z] REQ: GET /category/cat_sports
[2026-05-17T14:56:08.989Z] REQ: GET /category/cat_books
[2026-05-17T14:56:08.990Z] REQ: GET /category/cat_home
[2026-05-17T14:56:09.105Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T14:56:09.109Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T14:56:09.157Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T14:56:09.160Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T14:56:09.165Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T14:56:09.254Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T14:57:13.087Z] REQ: GET /admin
[2026-05-17T14:57:13.802Z] REQ: GET /api/categories
[2026-05-17T14:57:13.829Z] REQ: GET /api/auth/session
[2026-05-17T14:57:13.837Z] REQ: GET /api/delivery-zones
[2026-05-17T14:57:13.839Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:57:13.844Z] REQ: GET /api/site-config
[2026-05-17T14:57:15.646Z] REQ: GET /api/auth/session
[2026-05-17T14:57:15.678Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T14:57:15.693Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T14:57:15.800Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T14:57:17.528Z] REQ: GET /profile
[2026-05-17T14:57:17.531Z] REQ: GET /orders
[2026-05-17T14:57:17.559Z] REQ: GET /compare
[2026-05-17T14:57:19.522Z] REQ: GET /api/auth/csrf
[2026-05-17T14:57:20.742Z] REQ: POST /api/auth/signout
[2026-05-17T14:57:20.934Z] REQ: GET /shop
[2026-05-17T14:57:21.183Z] REQ: GET /api/categories
[2026-05-17T14:57:21.215Z] REQ: GET /
[2026-05-17T14:57:21.218Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T14:57:21.221Z] REQ: GET /api/auth/session
[2026-05-17T14:57:21.224Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T14:57:21.226Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T14:57:21.228Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T14:57:21.357Z] REQ: GET /api/site-config
[2026-05-17T14:57:21.360Z] REQ: GET /api/delivery-zones
[2026-05-17T14:57:21.361Z] REQ: GET /api/categories
[2026-05-17T14:57:21.364Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:57:23.471Z] REQ: GET /login
[2026-05-17T14:57:24.442Z] REQ: GET /forgot-password
[2026-05-17T14:57:27.883Z] REQ: GET /api/auth/providers
[2026-05-17T14:57:28.030Z] REQ: GET /api/auth/csrf
[2026-05-17T14:57:28.166Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T14:57:28.650Z] REQ: GET /api/auth/session
[2026-05-17T14:57:28.832Z] REQ: GET /
[2026-05-17T14:57:29.189Z] REQ: GET /api/products
[2026-05-17T14:57:29.212Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:57:29.213Z] REQ: GET /api/products
[2026-05-17T14:57:29.217Z] REQ: GET /api/categories
[2026-05-17T14:57:29.421Z] REQ: GET /api/products
[2026-05-17T14:57:29.424Z] REQ: GET /api/products
[2026-05-17T14:57:29.426Z] REQ: GET /shop
[2026-05-17T14:57:29.579Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T14:57:29.582Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T14:57:29.583Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T14:57:29.586Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T14:57:29.694Z] REQ: GET /category/cat_fashion
[2026-05-17T14:57:29.720Z] REQ: GET /category/cat_beauty
[2026-05-17T14:57:29.723Z] REQ: GET /category/cat_electronics
[2026-05-17T14:57:29.725Z] REQ: GET /category/cat_sports
[2026-05-17T14:57:29.727Z] REQ: GET /category/cat_books
[2026-05-17T14:57:29.826Z] REQ: GET /category/cat_home
[2026-05-17T14:57:29.854Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T14:57:29.873Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T14:57:45.635Z] REQ: GET /api/categories
[2026-05-17T14:57:45.638Z] REQ: GET /api/auth/session
[2026-05-17T14:57:45.640Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:57:45.643Z] REQ: GET /api/site-config
[2026-05-17T14:57:45.645Z] REQ: GET /api/delivery-zones
[2026-05-17T14:57:46.300Z] REQ: GET /api/admin/orders
[2026-05-17T14:57:46.303Z] REQ: GET /api/admin/inventory
[2026-05-17T14:57:46.305Z] REQ: GET /api/admin/approvals
[2026-05-17T14:57:46.308Z] REQ: GET /api/admin/stats
[2026-05-17T14:57:46.310Z] REQ: GET /api/admin/users
[2026-05-17T14:57:46.338Z] REQ: GET /api/admin/vendors
[2026-05-17T14:58:43.847Z] REQ: GET /admin
[2026-05-17T14:58:44.298Z] REQ: GET /api/auth/session
[2026-05-17T14:58:44.331Z] REQ: GET /api/categories
[2026-05-17T14:58:44.334Z] REQ: GET /api/site-config
[2026-05-17T14:58:44.336Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:58:44.339Z] REQ: GET /api/delivery-zones
[2026-05-17T14:58:52.582Z] REQ: GET /
[2026-05-17T14:58:52.913Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:58:52.935Z] REQ: GET /api/products
[2026-05-17T14:58:52.945Z] REQ: GET /api/categories
[2026-05-17T14:58:52.950Z] REQ: GET /api/auth/session
[2026-05-17T14:58:52.989Z] REQ: GET /api/products
[2026-05-17T14:58:53.058Z] REQ: GET /shop
[2026-05-17T14:58:53.072Z] REQ: GET /api/site-config
[2026-05-17T14:58:53.151Z] REQ: GET /api/delivery-zones
[2026-05-17T14:58:53.507Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:58:53.509Z] REQ: GET /api/products
[2026-05-17T14:58:53.513Z] REQ: GET /api/categories
[2026-05-17T14:58:53.543Z] REQ: GET /api/products
[2026-05-17T14:58:53.548Z] REQ: GET /category/cat_fashion
[2026-05-17T14:58:53.552Z] REQ: GET /category/cat_electronics
[2026-05-17T14:58:53.627Z] REQ: GET /category/cat_beauty
[2026-05-17T14:58:53.638Z] REQ: GET /category/cat_sports
[2026-05-17T14:58:53.640Z] REQ: GET /category/cat_books
[2026-05-17T14:58:53.645Z] REQ: GET /category/cat_home
[2026-05-17T14:58:53.696Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T14:58:53.747Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T14:58:57.437Z] REQ: GET /api/categories
[2026-05-17T14:58:57.448Z] REQ: GET /api/site-config
[2026-05-17T14:58:57.453Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T14:58:57.460Z] REQ: GET /api/delivery-zones
[2026-05-17T14:58:57.468Z] REQ: GET /api/auth/session
[2026-05-17T14:58:57.574Z] REQ: GET /api/admin/orders
[2026-05-17T14:58:57.579Z] REQ: GET /api/admin/inventory
[2026-05-17T14:58:57.583Z] REQ: GET /api/admin/stats
[2026-05-17T14:58:57.615Z] REQ: GET /api/admin/approvals
[2026-05-17T14:58:57.620Z] REQ: GET /api/admin/users
[2026-05-17T14:58:57.621Z] REQ: GET /api/admin/vendors
[2026-05-17T15:00:43.670Z] REQ: GET /
[2026-05-17T15:00:43.680Z] REQ: GET /api/auth/session
[2026-05-17T15:00:44.277Z] REQ: GET /api/admin/orders
[2026-05-17T15:00:44.280Z] REQ: GET /api/admin/inventory
[2026-05-17T15:00:44.309Z] REQ: GET /api/admin/approvals
[2026-05-17T15:00:44.311Z] REQ: GET /api/admin/users
[2026-05-17T15:00:44.313Z] REQ: GET /api/admin/vendors
[2026-05-17T15:00:44.317Z] REQ: GET /api/admin/stats
[2026-05-17T15:00:44.653Z] REQ: GET /api/products
[2026-05-17T15:00:44.656Z] REQ: GET /api/categories
[2026-05-17T15:00:44.657Z] REQ: GET /api/products
[2026-05-17T15:00:44.659Z] REQ: GET /api/auth/session
[2026-05-17T15:00:44.663Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:00:45.377Z] REQ: GET /shop
[2026-05-17T15:00:45.381Z] REQ: GET /api/products
[2026-05-17T15:00:45.383Z] REQ: GET /api/delivery-zones
[2026-05-17T15:00:45.384Z] REQ: GET /api/site-config
[2026-05-17T15:00:45.386Z] REQ: GET /api/categories
[2026-05-17T15:00:45.392Z] REQ: GET /api/products
[2026-05-17T15:00:45.416Z] REQ: GET /api/auth/session
[2026-05-17T15:00:45.418Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:00:45.689Z] REQ: GET /category/cat_fashion
[2026-05-17T15:00:45.693Z] REQ: GET /category/cat_electronics
[2026-05-17T15:00:45.695Z] REQ: GET /api/auth/session
[2026-05-17T15:00:45.698Z] REQ: GET /category/cat_beauty
[2026-05-17T15:00:45.866Z] REQ: GET /category/cat_sports
[2026-05-17T15:00:45.869Z] REQ: GET /category/cat_books
[2026-05-17T15:00:45.872Z] REQ: GET /category/cat_home
[2026-05-17T15:00:45.873Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:00:45.875Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:00:45.876Z] REQ: GET /api/admin/orders
[2026-05-17T15:00:45.878Z] REQ: GET /api/admin/inventory
[2026-05-17T15:00:45.880Z] REQ: GET /api/admin/stats
[2026-05-17T15:00:45.909Z] REQ: GET /api/admin/users
[2026-05-17T15:00:45.910Z] REQ: GET /api/admin/vendors
[2026-05-17T15:00:45.913Z] REQ: GET /api/auth/session
[2026-05-17T15:00:45.915Z] REQ: GET /api/admin/approvals
[2026-05-17T15:00:46.337Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-17T15:00:46.340Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:00:46.342Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-17T15:00:46.343Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:00:46.346Z] REQ: GET /api/admin/inventory
[2026-05-17T15:00:46.347Z] REQ: GET /api/admin/users
[2026-05-17T15:00:46.349Z] REQ: GET /api/admin/orders
[2026-05-17T15:00:46.352Z] REQ: GET /api/admin/vendors
[2026-05-17T15:00:46.353Z] REQ: GET /api/admin/stats
[2026-05-17T15:00:46.357Z] REQ: GET /api/admin/approvals
[2026-05-17T15:00:55.411Z] REQ: GET /api/auth/session
[2026-05-17T15:00:56.490Z] REQ: GET /api/admin/orders
[2026-05-17T15:00:56.518Z] REQ: GET /api/admin/stats
[2026-05-17T15:00:56.520Z] REQ: GET /api/admin/inventory
[2026-05-17T15:00:56.526Z] REQ: GET /api/admin/users
[2026-05-17T15:00:56.532Z] REQ: GET /api/admin/approvals
[2026-05-17T15:00:56.539Z] REQ: GET /api/auth/session
[2026-05-17T15:00:56.542Z] REQ: GET /api/admin/vendors
[2026-05-17T15:01:06.612Z] REQ: GET /api/auth/session
[2026-05-17T15:01:07.188Z] REQ: GET /api/auth/session
[2026-05-17T15:01:07.387Z] REQ: GET /api/admin/orders
[2026-05-17T15:01:07.420Z] REQ: GET /api/admin/approvals
[2026-05-17T15:01:07.424Z] REQ: GET /api/admin/vendors
[2026-05-17T15:01:07.437Z] REQ: GET /api/admin/inventory
[2026-05-17T15:01:07.439Z] REQ: GET /api/auth/session
[2026-05-17T15:01:07.443Z] REQ: GET /api/admin/users
[2026-05-17T15:01:07.444Z] REQ: GET /api/admin/stats
[2026-05-17T15:01:07.666Z] REQ: GET /api/admin/orders
[2026-05-17T15:01:07.669Z] REQ: GET /api/admin/inventory
[2026-05-17T15:01:07.671Z] REQ: GET /api/admin/approvals
[2026-05-17T15:01:07.673Z] REQ: GET /api/auth/session
[2026-05-17T15:01:07.675Z] REQ: GET /api/admin/vendors
[2026-05-17T15:01:07.676Z] REQ: GET /api/admin/users
[2026-05-17T15:01:07.681Z] REQ: GET /api/admin/stats
[2026-05-17T15:01:17.928Z] REQ: GET /api/auth/session
[2026-05-17T15:01:17.947Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-17T15:01:18.015Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-17T15:02:30.858Z] REQ: GET /api/auth/session
[2026-05-17T15:02:31.009Z] REQ: GET /api/auth/session
[2026-05-17T15:02:31.168Z] REQ: GET /api/admin/orders
[2026-05-17T15:02:31.196Z] REQ: GET /api/admin/stats
[2026-05-17T15:02:31.198Z] REQ: GET /api/admin/approvals
[2026-05-17T15:02:31.205Z] REQ: GET /api/admin/inventory
[2026-05-17T15:02:31.212Z] REQ: GET /api/admin/users
[2026-05-17T15:02:31.219Z] REQ: GET /api/admin/vendors
[2026-05-17T15:02:34.041Z] REQ: GET /api/auth/session
[2026-05-17T15:02:34.223Z] REQ: GET /api/admin/orders
[2026-05-17T15:02:34.226Z] REQ: GET /api/admin/inventory
[2026-05-17T15:02:34.228Z] REQ: GET /api/admin/stats
[2026-05-17T15:02:34.229Z] REQ: GET /api/admin/approvals
[2026-05-17T15:02:34.231Z] REQ: GET /api/admin/users
[2026-05-17T15:02:34.256Z] REQ: GET /api/auth/session
[2026-05-17T15:02:34.264Z] REQ: GET /api/admin/vendors
[2026-05-17T15:02:41.517Z] REQ: GET /shop/
[2026-05-17T15:03:01.455Z] REQ: GET /api/admin/stats
[2026-05-17T15:03:01.460Z] REQ: GET /api/admin/orders
[2026-05-17T15:03:01.466Z] REQ: GET /api/admin/users
[2026-05-17T15:03:01.470Z] REQ: GET /api/admin/inventory
[2026-05-17T15:03:01.474Z] REQ: GET /api/admin/approvals
[2026-05-17T15:03:01.477Z] REQ: GET /api/admin/vendors
[2026-05-17T15:03:26.166Z] REQ: GET /api/admin/orders
[2026-05-17T15:03:26.170Z] REQ: GET /api/admin/stats
[2026-05-17T15:03:26.172Z] REQ: GET /api/admin/users
[2026-05-17T15:03:26.178Z] REQ: GET /api/admin/inventory
[2026-05-17T15:03:26.180Z] REQ: GET /api/admin/vendors
[2026-05-17T15:03:26.182Z] REQ: GET /api/admin/approvals
[2026-05-17T15:14:10.303Z] REQ: GET /do_extract.php
[2026-05-17T15:14:11.007Z] REQ: GET /api/categories
[2026-05-17T15:14:11.029Z] REQ: GET /api/site-config
[2026-05-17T15:14:11.056Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:14:11.066Z] REQ: GET /api/auth/session
[2026-05-17T15:14:11.068Z] REQ: GET /
[2026-05-17T15:14:11.071Z] REQ: GET /api/delivery-zones
[2026-05-17T15:14:11.399Z] REQ: GET /api/auth/session
[2026-05-17T15:14:11.584Z] REQ: GET /api/admin/orders
[2026-05-17T15:14:11.592Z] REQ: GET /api/admin/stats
[2026-05-17T15:14:11.601Z] REQ: GET /api/admin/users
[2026-05-17T15:14:11.611Z] REQ: GET /api/admin/approvals
[2026-05-17T15:14:11.614Z] REQ: GET /api/admin/inventory
[2026-05-17T15:14:11.675Z] REQ: GET /api/admin/vendors
[2026-05-17T15:14:18.644Z] REQ: GET /nodejs/do_extract.php
[2026-05-17T15:14:18.905Z] REQ: GET /api/categories
[2026-05-17T15:14:18.927Z] REQ: GET /api/auth/session
[2026-05-17T15:14:18.937Z] REQ: GET /api/site-config
[2026-05-17T15:14:18.941Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:14:18.954Z] REQ: GET /api/delivery-zones
[2026-05-17T15:14:18.962Z] REQ: GET /
[2026-05-17T15:14:19.067Z] REQ: GET /api/auth/session
[2026-05-17T15:14:19.300Z] REQ: GET /api/admin/orders
[2026-05-17T15:14:19.313Z] REQ: GET /api/admin/inventory
[2026-05-17T15:14:19.346Z] REQ: GET /api/admin/stats
[2026-05-17T15:14:19.362Z] REQ: GET /api/admin/approvals
[2026-05-17T15:14:19.393Z] REQ: GET /api/admin/users
[2026-05-17T15:14:19.405Z] REQ: GET /api/admin/vendors
[2026-05-17T15:14:19.442Z] REQ: GET /nodejs/
[2026-05-17T15:14:29.553Z] REQ: GET /do_extract.php
[2026-05-17T15:14:29.825Z] REQ: GET /api/categories
[2026-05-17T15:14:29.843Z] REQ: GET /api/auth/session
[2026-05-17T15:14:29.860Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:14:29.863Z] REQ: GET /api/site-config
[2026-05-17T15:14:29.868Z] REQ: GET /api/delivery-zones
[2026-05-17T15:14:29.873Z] REQ: GET /
[2026-05-17T15:14:29.939Z] REQ: GET /api/auth/session
[2026-05-17T15:14:30.070Z] REQ: GET /api/admin/orders
[2026-05-17T15:14:30.084Z] REQ: GET /api/admin/inventory
[2026-05-17T15:14:30.132Z] REQ: GET /api/admin/stats
[2026-05-17T15:14:30.142Z] REQ: GET /api/admin/approvals
[2026-05-17T15:14:30.151Z] REQ: GET /api/admin/users
[2026-05-17T15:14:30.179Z] REQ: GET /api/admin/vendors
[2026-05-17T15:14:45.881Z] REQ: GET /api/auth/session
[2026-05-17T15:14:45.887Z] REQ: GET /
[2026-05-17T15:14:45.917Z] REQ: GET /forgot-password
[2026-05-17T15:14:45.948Z] REQ: GET /api/categories
[2026-05-17T15:14:45.953Z] REQ: GET /api/site-config
[2026-05-17T15:14:45.978Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:14:45.982Z] REQ: GET /api/delivery-zones
[2026-05-17T15:14:46.134Z] REQ: GET /api/auth/session
[2026-05-17T15:14:46.242Z] REQ: GET /api/admin/orders
[2026-05-17T15:14:46.249Z] REQ: GET /api/admin/inventory
[2026-05-17T15:14:46.277Z] REQ: GET /api/admin/approvals
[2026-05-17T15:14:46.279Z] REQ: GET /api/admin/stats
[2026-05-17T15:14:46.285Z] REQ: GET /api/admin/users
[2026-05-17T15:14:46.288Z] REQ: GET /api/admin/vendors
[2026-05-17T15:16:35.204Z] REQ: GET /api/auth/providers
[2026-05-17T15:16:35.358Z] REQ: GET /api/auth/csrf
[2026-05-17T15:16:35.479Z] REQ: POST /api/auth/callback/credentials
[2026-05-17T15:16:35.898Z] REQ: GET /api/auth/session
[2026-05-17T15:16:36.025Z] REQ: GET /
[2026-05-17T15:16:36.178Z] REQ: GET /
[2026-05-17T15:16:36.616Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:16:36.657Z] REQ: GET /api/categories
[2026-05-17T15:16:36.765Z] REQ: GET /api/products
[2026-05-17T15:16:36.886Z] REQ: GET /api/products
[2026-05-17T15:16:36.896Z] REQ: GET /api/auth/session
[2026-05-17T15:16:37.035Z] REQ: GET /shop
[2026-05-17T15:16:37.220Z] REQ: GET /api/site-config
[2026-05-17T15:16:37.233Z] REQ: GET /api/delivery-zones
[2026-05-17T15:16:37.581Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:16:37.593Z] REQ: GET /api/categories
[2026-05-17T15:16:37.671Z] REQ: GET /api/products
[2026-05-17T15:16:37.680Z] REQ: GET /api/products
[2026-05-17T15:16:37.716Z] REQ: GET /api/auth/session
[2026-05-17T15:16:37.813Z] REQ: GET /category/cat_fashion
[2026-05-17T15:16:37.872Z] REQ: GET /category/cat_electronics
[2026-05-17T15:16:37.882Z] REQ: GET /category/cat_beauty
[2026-05-17T15:16:37.948Z] REQ: GET /category/cat_sports
[2026-05-17T15:16:37.957Z] REQ: GET /api/admin/inventory
[2026-05-17T15:16:37.960Z] REQ: GET /api/admin/orders
[2026-05-17T15:16:38.027Z] REQ: GET /api/admin/stats
[2026-05-17T15:16:38.030Z] REQ: GET /api/admin/approvals
[2026-05-17T15:16:38.092Z] REQ: GET /api/admin/users
[2026-05-17T15:16:38.094Z] REQ: GET /api/admin/vendors
[2026-05-17T15:16:38.151Z] REQ: GET /category/cat_books
[2026-05-17T15:16:38.160Z] REQ: GET /category/cat_home
[2026-05-17T15:16:38.172Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-17T15:16:38.232Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-17T15:17:14.556Z] REQ: GET /wp-content/uploads/2026/03/m1_cat_03.jpg
[2026-05-17T15:19:27.476Z] REQ: GET /api/auth/session
[2026-05-17T15:19:27.499Z] REQ: GET /api/site-config
[2026-05-17T15:19:27.506Z] REQ: GET /api/categories
[2026-05-17T15:19:27.508Z] REQ: GET /api/admin/settings/appearance
[2026-05-17T15:19:27.514Z] REQ: GET /api/delivery-zones
[2026-05-17T15:19:27.648Z] REQ: GET /api/auth/session
[2026-05-17T15:19:27.656Z] REQ: GET /api/admin/orders
[2026-05-17T15:19:27.660Z] REQ: GET /api/admin/inventory
[2026-05-17T15:19:27.662Z] REQ: GET /api/admin/stats
[2026-05-17T15:19:27.671Z] REQ: GET /api/admin/approvals
[2026-05-17T15:19:27.703Z] REQ: GET /api/admin/users
[2026-05-17T15:19:27.706Z] REQ: GET /api/admin/vendors
[2026-05-17T15:19:27.818Z] REQ: GET /api/admin/orders
[2026-05-17T15:19:27.856Z] REQ: GET /api/admin/inventory
[2026-05-17T15:19:27.864Z] REQ: GET /api/admin/stats
[2026-05-17T15:19:27.875Z] REQ: GET /api/admin/approvals
[2026-05-17T15:19:27.914Z] REQ: GET /api/admin/users
[2026-05-17T15:19:27.926Z] REQ: GET /api/admin/vendors
[2026-05-17T15:22:00.347Z] REQ: GET /api/auth/session
[2026-05-17T15:22:00.498Z] REQ: GET /api/auth/session
[2026-05-17T15:22:00.663Z] REQ: GET /api/admin/orders
[2026-05-17T15:22:00.690Z] REQ: GET /api/admin/inventory
[2026-05-17T15:22:00.692Z] REQ: GET /api/admin/users
